Crypto,Strategy,Strategy config,Win rate(%),Total profit,Balance history,Candle array,Total trades,Profit factor,Days,Date,Trend
XRPUSDT,RSIStrategy,"{'indicators': [{'name': 'RSI', 'params': {'period': 15}}], 'params': {'rsi_buy': 30, 'rsi_sell': 70}}",63.64,-6.75,"[1000, np.float64(1004.2721117989935), np.float64(1009.3840262715015), np.float64(999.637476850234), np.float64(998.414444953495), np.float64(1020.94914112304), np.float64(980.616384277209), np.float64(977.2248303114579), np.float64(978.5272859849424), np.float64(912.0618718018515), np.float64(855.0376970596978), np.float64(856.5370017751364), np.float64(917.5176040216255), np.float64(874.7233070173978), np.float64(829.0369864180334), np.float64(849.5371053134236), np.float64(873.1198305184968), np.float64(901.0171001887876), np.float64(914.9447483909039), np.float64(961.2464069648948), np.float64(984.8250477700296), np.float64(986.0745086273882), np.float64(993.2510553720604)]","(9986, 12000)",22,0.97,20.98,2025-05-30,"(np.float64(-0.00016), 'sideways')"
