Crypto,Strategy,Strategy config,Win rate(%),Total profit,Balance history,Candle array,Total trades,Profit factor,Days,Date,Trend
XRPUSDT,RSIStrategy,"{'indicators': [{'name': 'RSI', 'params': {'period': 15}}], 'params': {'rsi_buy': 30, 'rsi_sell': 70}}",66.67,51.28,"[1000, np.float64(1021.7618748692195), np.float64(1040.7627183353027), np.float64(1030.3783457315255), np.float64(984.1169711506901), np.float64(954.8942093893979), np.float64(936.0882142612486), np.float64(948.9356552154437), np.float64(961.5356307203791), np.float64(988.37758632229), np.float64(989.3219644720875), np.float64(945.0675235834493), np.float64(965.1556167923846), np.float64(930.5208458548589), np.float64(938.2951493224372), np.float64(968.2989046390807), np.float64(997.7644536784652), np.float64(1016.972662420859), np.float64(1033.7237076229214), np.float64(1049.174778277603), np.float64(1060.1283889349465), np.float64(1051.281147657142)]","(3986, 6000)",21,1.27,20.98,2025-05-30,"(np.float64(-8e-05), 'sideways')"
