Crypto,Strategy,Strategy config,Win rate(%),Total profit,Balance history,Candle array,Total trades,Profit factor,Days,Date,Trend
XRPUSDT,RSIStrategy,"{'indicators': [{'name': 'RSI', 'params': {'period': 15}}], 'params': {'rsi_buy': 30, 'rsi_sell': 70}}",55.56,-73.99,"[1000, np.float64(987.7545920279895), np.float64(1015.0538413941051), np.float64(1040.2982373850828), np.float64(969.1605507766916), np.float64(978.1075362067326), np.float64(985.1394915229762), np.float64(999.8406075399348), np.float64(994.4648928302456), np.float64(995.8461522040996), np.float64(1009.3490064856643), np.float64(1015.4445125638784), np.float64(979.6161530477013), np.float64(966.0819549453701), np.float64(954.5386202374576), np.float64(936.3451717620391), np.float64(941.8021590914441), np.float64(919.7011354135618), np.float64(926.0119849246339)]","(17986, 20000)",18,0.61,20.98,2025-05-30,"(np.float64(-0.000106), 'sideways')"
