Profit Factor,Win Rate(%),Biggest loss(%),Avg profit(%),Sectors,Candles per sector,Start Balance(USDT),Total Profit(USDT),Total trades,Trades per day,Test length(days)
1.16,64.13,-41.77,0.3,11,NaN,1000,546.39,184,NaN,208.33
