Crypto,Strategy,Strategy config,Win rate(%),Total profit,Balance history,Candle array,Total trades,Profit factor,Days,Date,Trend
XRPUSDT,RSIStrategy,"{'indicators': [{'name': 'RSI', 'params': {'period': 15}}], 'params': {'rsi_buy': 30, 'rsi_sell': 70}}",61.11,-120.7,"[1000, np.float64(1016.5798199905258), np.float64(959.6204568571534), np.float64(933.6653504433286), np.float64(936.1835264338243), np.float64(953.4963756181359), np.float64(956.5747496610121), np.float64(957.310230652593), np.float64(975.4914329878504), np.float64(943.2413749481959), np.float64(949.8061558093633), np.float64(943.767424573518), np.float64(944.0043437211453), np.float64(951.8790412022203), np.float64(960.7460108250777), np.float64(968.0580431510101), np.float64(942.4222559081031), np.float64(888.255462408401), np.float64(879.2964686633733)]","(11986, 14000)",18,0.43,20.98,2025-05-30,"(np.float64(9e-05), 'sideways')"
