Crypto,Strategy,Strategy config,Win rate(%),Total profit,Balance history,Candle array,Total trades,Profit factor,Days,Date,Trend
XRPUSDT,RSIStrategy,"{'indicators': [{'name': 'RSI', 'params': {'period': 15}}], 'params': {'rsi_buy': 30, 'rsi_sell': 70}}",81.25,252.44,"[1000, np.float64(998.0353634577604), np.float64(1006.4485217852812), np.float64(1019.7840123256881), np.float64(1023.3049820211611), np.float64(1038.2002510462144), np.float64(1051.6587534789844), np.float64(1057.599245708913), np.float64(1080.384475924979), np.float64(1101.2514807671005), np.float64(1130.3791903296076), np.float64(1164.429714817451), np.float64(1217.3313956764264), np.float64(1261.93189939733), np.float64(1257.787439937211), np.float64(1293.7641426068951), np.float64(1252.4406372603266)]","(0, 2000)",16,6.32,20.83,2025-05-30,"(np.float64(0.000533), 'sideways')"
