Crypto,Strategy,Strategy config,Win rate(%),Total profit,Balance history,Candle array,Total trades,Profit factor,Days,Date,Trend
XRPUSDT,RSIStrategy,"{'indicators': [{'name': 'RSI', 'params': {'period': 15}}], 'params': {'rsi_buy': 30, 'rsi_sell': 70}}",64.71,305.19,"[1000, np.float64(963.6084774121584), np.float64(1007.5996032861786), np.float64(928.7978768428834), np.float64(943.8409368313863), np.float64(962.448758289393), np.float64(1029.1032651184228), np.float64(1139.0117656068169), np.float64(1233.0991839952487), np.float64(1287.6214672414571), np.float64(1217.4839684964224), np.float64(1249.8092127923178), np.float64(1190.2691531581327), np.float64(1159.6782459080184), np.float64(1249.0475461277101), np.float64(1293.4331458786635), np.float64(1320.278608802415), np.float64(1305.1857204303603)]","(1986, 4000)",17,2.05,20.98,2025-05-30,"(np.float64(0.00059), 'sideways')"
